date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:46:18	69577/69577	---M--	200	added ('OK')	image/jpeg	etag:%2210fc9-5b28f30105f00%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-gelijkvloers-01.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-gelijkvloers-01.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:18	49573/49573	---M--	200	added ('OK')	image/jpeg	etag:%22c1a5-53b5e573af700%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-gelijkvloers-02.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-gelijkvloers-02.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:18	47660/47660	---M--	200	added ('OK')	image/jpeg	etag:%22ba2c-53b5e58b86f40%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-gelijkvloers-05.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-gelijkvloers-05.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:19	71308/71308	---M--	200	added ('OK')	image/jpeg	etag:%221168c-5b28f359b7040%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-gelijkvloers-06.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-gelijkvloers-06.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:19	46991/46991	---M--	200	added ('OK')	image/jpeg	etag:%22b78f-5b28f3e4f38c0%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-gelijkvloers-07.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-gelijkvloers-07.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:19	57021/57021	---M--	200	added ('OK')	image/jpeg	etag:%22debd-5b28f41a5b6c0%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-gelijkvloers-08.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-gelijkvloers-08.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:19	44957/44957	---M--	200	added ('OK')	image/jpeg	etag:%22af9d-53b5e5d5e9ec0%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-gelijkvloers-09.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-gelijkvloers-09.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:19	106983/106983	---M--	200	added ('OK')	image/png	etag:%221a1e7-540c6bf418e00%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-gelijkvloers-10.png	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-gelijkvloers-10.png	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:20	89996/89996	---M--	200	added ('OK')	image/jpeg	etag:%2215f8c-5b28f4c604bc0%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-verdieping-01.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-verdieping-01.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:20	83350/83350	---M--	200	added ('OK')	image/jpeg	etag:%2214596-5b28f4e57d600%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-verdieping-02.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-verdieping-02.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:20	141820/141820	---M--	200	added ('OK')	image/jpeg	etag:%22229fc-5b28f50401e00%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-verdieping-03.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-verdieping-03.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:20	88382/88382	---M--	200	added ('OK')	image/jpeg	etag:%221593e-5b28f54d70b40%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-verdieping-04.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-verdieping-04.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:20	99034/99034	---M--	200	added ('OK')	image/jpeg	etag:%22182da-5b28f57766e40%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-verdieping-05.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-verdieping-05.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:21	52292/52292	---M--	200	added ('OK')	image/jpeg	etag:%22cc44-5b28f5b840740%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-verdieping-06.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-verdieping-06.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:21	50101/50101	---M--	200	added ('OK')	image/jpeg	etag:%22c3b5-5b28f5e236a40%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-verdieping-07.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-verdieping-07.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:21	44640/44640	---M--	200	added ('OK')	image/jpeg	etag:%22ae60-5b28f60950680%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-verdieping-08.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-verdieping-08.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:21	39275/39275	---M--	200	added ('OK')	image/jpeg	etag:%22996b-53b5e6ed57200%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-verdieping-09.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-verdieping-09.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:22	91921/91921	---M--	200	added ('OK')	image/png	etag:%2216711-540c6c38c3000%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-verdieping-10.png	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-verdieping-10.png	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:22	65901/65901	---M--	200	added ('OK')	image/jpeg	etag:%221016d-53b5e7f2a5a80%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-toegankelijkheid-01.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-toegankelijkheid-01.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:22	45409/45409	---M--	200	added ('OK')	image/jpeg	etag:%22b161-5b28f66c7f080%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-toegankelijkheid-02.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-toegankelijkheid-02.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:22	55821/55821	---M--	200	added ('OK')	image/jpeg	etag:%22da0d-53b5e83196f00%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-toegankelijkheid-03.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-toegankelijkheid-03.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:22	86325/86325	---M--	200	added ('OK')	image/jpeg	etag:%2215135-53b5e83fe50c0%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-toegankelijkheid-04.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-toegankelijkheid-04.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:23	59261/59261	---M--	200	added ('OK')	image/jpeg	etag:%22e77d-5b28f68ed4180%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-duurzaam-warmtepomp.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-duurzaam-warmtepomp.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:23	276067/276067	---M--	200	added ('OK')	image/jpeg	etag:%2243663-532a3f8a25700%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-duurzaam-zonnepanelen.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-duurzaam-zonnepanelen.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:23	158754/158754	---M--	200	added ('OK')	image/jpeg	etag:%2226c22-5b28f7032d400%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-tuin-01.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-tuin-01.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:23	82667/82667	---M--	200	added ('OK')	image/jpeg	etag:%22142eb-53b5ea44c9440%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-tuin-02.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-tuin-02.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:23	159761/159761	---M--	200	added ('OK')	image/jpeg	etag:%2227011-5b28f71fc9780%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-tuin-03.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-tuin-03.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:24	86824/86824	---M--	200	added ('OK')	image/jpeg	etag:%2215328-53b5ea719be00%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-tuin-04.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-tuin-04.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:24	179499/179499	---M--	200	added ('OK')	image/jpeg	etag:%222bd2b-5b28f7580dc40%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-tuin-05.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-tuin-05.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:24	138427/138427	---M--	200	added ('OK')	image/jpeg	etag:%2221cbb-5b28f782f8180%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-tuin-06.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-tuin-06.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:24	182810/182810	---M--	200	added ('OK')	image/jpeg	etag:%222ca1a-5b28f7a6414c0%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-tuin-07.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-tuin-07.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:25	141027/141027	---M--	200	added ('OK')	image/jpeg	etag:%22226e3-5b28f7c6ae140%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-tuin-08.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-tuin-08.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:25	116734/116734	---M--	200	added ('OK')	image/jpeg	etag:%221c7fe-5b28f7dd91740%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-tuin-09.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-tuin-09.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:25	60045/60045	---M--	200	added ('OK')	image/jpeg	etag:%22ea8d-531e0cdef4a40%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-omgeving-01.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-omgeving-01.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:25	121000/121000	---M--	200	added ('OK')	image/jpeg	etag:%221d8a8-531e0ced42c00%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-omgeving-02.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-omgeving-02.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:25	151223/151223	---M--	200	added ('OK')	image/jpeg	etag:%2224eb7-531e0cf9a8940%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-omgeving-03.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-omgeving-03.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:26	171570/171570	---M--	200	added ('OK')	image/jpeg	etag:%2229e32-531e0d060e680%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-omgeving-04.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-omgeving-04.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:26	119696/119696	---M--	200	added ('OK')	image/jpeg	etag:%221d390-531e0d29579c0%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-omgeving-06.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-omgeving-06.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:26	113661/113661	---M--	200	added ('OK')	image/jpeg	etag:%221bbfd-531e0d33d5280%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-omgeving-07.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-omgeving-07.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:26	33162/33162	---M--	200	added ('OK')	image/jpeg	etag:%22818a-531e0d4223440%22	https://www.hoeve-oswald.be/sites/default/files/images/verblijf-omgeving-08.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/verblijf-omgeving-08.jpg	(from https://www.hoeve-oswald.be/nl/verblijf)
15:46:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2013%20Feb%202024%2014:46:27%20GMT	https://www.hoeve-oswald.be/nl/node/9	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/nl/node/9	(from https://www.hoeve-oswald.be/nl/activiteiten)
15:46:27	151306/151306	---M--	200	added ('OK')	image/jpeg	etag:%2224f0a-5234473acb540%22	https://www.hoeve-oswald.be/sites/default/files/images/activiteiten-genieten.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/activiteiten-genieten.jpg	(from https://www.hoeve-oswald.be/nl/activiteiten)
15:46:27	142288/142288	---M--	200	added ('OK')	image/jpeg	etag:%2222bd0-52344b87559c0%22	https://www.hoeve-oswald.be/sites/default/files/images/activiteiten-wandelen.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/activiteiten-wandelen.jpg	(from https://www.hoeve-oswald.be/nl/activiteiten)
15:46:27	199982/199982	---M--	200	added ('OK')	image/jpeg	etag:%2230d2e-523446a234d40%22	https://www.hoeve-oswald.be/sites/default/files/images/activiteiten-fietsen.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/activiteiten-fietsen.jpg	(from https://www.hoeve-oswald.be/nl/activiteiten)
15:46:27	147593/147593	---M--	200	added ('OK')	image/jpeg	etag:%2224089-52344bf5f5ec0%22	https://www.hoeve-oswald.be/sites/default/files/images/activiteiten-kajakken.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/activiteiten-kajakken.jpg	(from https://www.hoeve-oswald.be/nl/activiteiten)
15:46:28	211365/211365	---M--	200	added ('OK')	image/jpeg	etag:%22339a5-532a3d15acc40%22	https://www.hoeve-oswald.be/sites/default/files/images/activiteiten-sportenspel.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/activiteiten-sportenspel.jpg	(from https://www.hoeve-oswald.be/nl/activiteiten)
15:46:28	334916/334916	---M--	200	added ('OK')	image/jpeg	etag:%2251c44-5376f6b05e800%22	https://www.hoeve-oswald.be/sites/default/files/images/activiteiten-huifkartochten.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/activiteiten-huifkartochten.jpg	(from https://www.hoeve-oswald.be/nl/activiteiten)
15:46:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2013%20Feb%202024%2014:46:29%20GMT	https://www.hoeve-oswald.be/nl/node/13	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/nl/node/13	(from https://www.hoeve-oswald.be/nl/diensten)
15:46:29	268162/268162	---M--	200	added ('OK')	image/jpeg	etag:%2241782-532a40a933c40%22	https://www.hoeve-oswald.be/sites/default/files/images/diensten.jpg	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/images/diensten.jpg	(from https://www.hoeve-oswald.be/nl/diensten)
15:46:29	14808/14808	---MCZ	404	error ('Not%20Found')	text/html	etag:%221707830853-1%22	https://www.hoeve-oswald.be/nl/www.fysiodynamics.be	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/nl/www.fysiodynamics.be	(from https://www.hoeve-oswald.be/nl/diensten)
15:46:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2013%20Feb%202024%2014:46:29%20GMT	https://www.hoeve-oswald.be/nl/node/19	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/nl/node/19	(from https://www.hoeve-oswald.be/nl/reserveren)
15:46:29	18356/18356	---M-Z	200	added ('OK')	text/css	etag:%22c06-610c59e966af2%22	https://www.hoeve-oswald.be/sites/default/files/css/css_cLykWwcxBW6FB6JeKRpnYY6eoLCVleX5qFYclWjpito.css	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/css/css_cLykWwcxBW6FB6JeKRpnYY6eoLCVleX5qFYclWjpito.css	(from https://www.hoeve-oswald.be/nl/reserveren)
15:46:30	59941/59941	---M-Z	200	added ('OK')	text/javascript	etag:%2242da-61077656b0f8c%22	https://www.hoeve-oswald.be/sites/default/files/js/js_JdCHGKY61sov18duvws26MLznmncaBKie477Krn8BXA.js	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/js/js_JdCHGKY61sov18duvws26MLznmncaBKie477Krn8BXA.js	(from https://www.hoeve-oswald.be/nl/reserveren)
15:46:30	64975/64975	---M-Z	200	added ('OK')	text/javascript	etag:%224d96-60f35e8fc961a%22	https://www.hoeve-oswald.be/sites/default/files/js/js_q3NTiYtudZTt-7EwfwHO8P5LHqgFXvrO2vVLxFkRa0o.js	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/js/js_q3NTiYtudZTt-7EwfwHO8P5LHqgFXvrO2vVLxFkRa0o.js	(from https://www.hoeve-oswald.be/nl/reserveren)
15:46:30	14749/14749	---M-Z	200	added ('OK')	text/javascript	etag:%22ffc-610c59e96a1c0%22	https://www.hoeve-oswald.be/sites/default/files/js/js_W5CLVIjsfKbPYhVwBtfsqvv9J2lo2bOjBzCJbWriWlU.js	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/js/js_W5CLVIjsfKbPYhVwBtfsqvv9J2lo2bOjBzCJbWriWlU.js	(from https://www.hoeve-oswald.be/nl/reserveren)
15:46:30	17277/17277	---MCZ	200	added ('OK')	text/html	etag:%221707830854-1%22	https://www.hoeve-oswald.be/nl/prijzen	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/nl/prijzen.html	(from https://www.hoeve-oswald.be/nl/reserveren)
15:46:31	110944/110944	---MCZ	200	added ('OK')	text/html	etag:%221707830855-1%22	https://www.hoeve-oswald.be/nl/kalender	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/nl/kalender.html	(from https://www.hoeve-oswald.be/nl/reserveren)
15:46:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2013%20Feb%202024%2014:46:31%20GMT	https://www.hoeve-oswald.be/nl/node/21	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/nl/node/21	(from https://www.hoeve-oswald.be/nl/contact)
15:46:31	6130/6130	---M-Z	200	added ('OK')	text/css	etag:%22660-611005cb98cc3%22	https://www.hoeve-oswald.be/sites/default/files/css/css_g_r3iVlwI0Z9X2Efivv_xxUcQCP_04THvbux7Tp9Bi4.css	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/css/css_g_r3iVlwI0Z9X2Efivv_xxUcQCP_04THvbux7Tp9Bi4.css	(from https://www.hoeve-oswald.be/nl/contact)
15:46:31	34701/34701	---M-Z	200	added ('OK')	text/javascript	etag:%221e0f-60fa7f6ccbe71%22	https://www.hoeve-oswald.be/sites/default/files/js/js_mxWskqMhFjLQS0wsuTNaDExa-0QRfp1OlrE2gu_ZtGo.js	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/sites/default/files/js/js_mxWskqMhFjLQS0wsuTNaDExa-0QRfp1OlrE2gu_ZtGo.js	(from https://www.hoeve-oswald.be/nl/contact)
15:46:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2013%20Feb%202024%2014:46:32%20GMT	https://www.hoeve-oswald.be/fr/node/10	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/fr/node/10	(from https://www.hoeve-oswald.be/fr/s%c3%a9jour)
15:46:32	25743/25743	---MCZ	200	added ('OK')	text/html	etag:%221707831420-1%22	https://www.hoeve-oswald.be/fr/s%C3%A9jour	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/fr/s%c3%a9jour-2.html	(from https://www.hoeve-oswald.be/fr/s%c3%a9jour)
15:46:32	15517/15517	---MCZ	200	added ('OK')	text/html	etag:%221707831431-1%22	https://www.hoeve-oswald.be/fr/plans-d%c3%a9tage	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/fr/plans-d%c3%a9tage.html	(from https://www.hoeve-oswald.be/fr/s%c3%a9jour)
15:46:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2013%20Feb%202024%2014:46:33%20GMT	https://www.hoeve-oswald.be/fr/node/9	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/fr/node/9	(from https://www.hoeve-oswald.be/fr/activit%c3%a9s)
15:46:33	18978/18978	---MCZ	200	added ('OK')	text/html	etag:%221707831420-1%22	https://www.hoeve-oswald.be/fr/activit%C3%A9s	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/fr/activit%c3%a9s-2.html	(from https://www.hoeve-oswald.be/fr/activit%c3%a9s)
15:46:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2013%20Feb%202024%2014:46:33%20GMT	https://www.hoeve-oswald.be/fr/node/13	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/fr/node/13	(from https://www.hoeve-oswald.be/fr/services)
15:46:33	14815/14815	---MCZ	404	error ('Not%20Found')	text/html	etag:%221707831444-1%22	https://www.hoeve-oswald.be/fr/www.fysiodynamics.be	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/fr/www.fysiodynamics.be	(from https://www.hoeve-oswald.be/fr/services)
15:46:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2013%20Feb%202024%2014:46:34%20GMT	https://www.hoeve-oswald.be/nl/node/19	C:/My%20Web%20Sites/HO_ALL/www.hoeve-oswald.be/nl/node/19	(from https://www.hoeve-oswald.be/fr/r%c3%a9servation)
